Instructor Name,Favorite Quote,Type of Exercise,Level of Difficulty,Music w/ Explicit Lyrics,Class Length,Health Impact,Class Name,Class Description
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,True,20 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,30 min,"heart rate, calories",Focus Flow: Shoulders,This yoga class focuses on poses that strengthen and add flexibility and mobility to your shoulders.
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,10 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,45 min,"heart rate, calories",Focus Flow: Inversions,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on inversions."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,20 min,"heart rate, calories",Power Slow Flow,This is a yoga class where the pace is slower than our other yoga flow classes. Holding poses for longer durations to build heat with a little extra direction from your instructor.
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,20 min,"heart rate, calories",Grounded Slow Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,30 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,False,30 min,"heart rate, calories",Focus Flow: Healthy Back,"This yoga class focuses on building skills surrounding a category of related postures. In this class, youll work to create space and strength in the back."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,30 min,"heart rate, calories",Power Flow,"In this power flow class, you will flow at a faster pace. Added poses and repetition of movements will help build strength. This class is recommended for students with previous yoga flow experience."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,False,10 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,advanced,True,45 min,"heart rate, calories",Focus Flow: Handstand,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on handstands. "
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,False,30 min,"heart rate, calories",Evening Slow Flow,Kirra designed this yoga sequence to help you end your day on a chill note.
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,30 min,"heart rate, calories",Focus Flow: Binds,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on binds."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,10 min,"heart rate, calories",Focus Flow: Camel Pose,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on camel pose."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,30 min,"heart rate, calories",Balanced Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,True,30 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,True,10 min,"heart rate, calories",Basics: Chair Pose,Join this yoga basics class focusing on chair pose. This short class is a perfect tutorial for someone new to yoga or an experienced student seeking to enhance their practice.
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,30 min,"heart rate, calories",Focus Flow: Cow Face Pose,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on cow face pose."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,True,30 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,30 min,"heart rate, calories",Power Slow Flow,This is a yoga class where the pace is slower than our other yoga flow classes. Holding poses for longer durations to build heat with a little extra direction from your instructor.
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,False,20 min,"heart rate, calories",Focus Flow: Side Plank,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on side planks."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,advanced,False,30 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
